,<-- Navigate by typing to search,,,,,,,,,,,,,,,,,,,,,,
CIMS.Generic Fuels.Uranium,Service,CIMS,,Uranium,,Is supply,TRUE,,,,,,,,,,,,,,,,
CIMS.Generic Fuels.Uranium,Service,CIMS,,Uranium,,LCC_financial,,,,JCIMS,$/GJ,0.2027498583969,0.20116264914019,0.19640102137005,0.19640102137005,0.19640102137005,0.19640102137005,0.19640102137005,0.19640102137005,0.19640102137005,0.19640102137005,0.19640102137005,Cost to electricity generators - ON
CIMS.Generic Fuels.Uranium,Service,CIMS,,Uranium,,Emissions,CO2,Combustion,,"ECCC, NIR",tCO2,0,0,0,0,0,0,0,0,0,0,0,
CIMS.Generic Fuels.Uranium,Service,CIMS,,Uranium,,Emissions,CH4,Combustion,,"ECCC, NIR",tCH4,0,0,0,0,0,0,0,0,0,0,0,
CIMS.Generic Fuels.Uranium,Service,CIMS,,Uranium,,Emissions,N2O,Combustion,,"ECCC, NIR",tN2O,0,0,0,0,0,0,0,0,0,0,0,
CIMS.Generic Fuels.Waste Fuel,Service,CIMS,,Waste Fuel,,Service provided,,,,,GJ,,,,,,,,,,,,
CIMS.Generic Fuels.Waste Fuel,Service,CIMS,,Waste Fuel,,Competition type,Supply - Fixed Price,,,,,,,,,,,,,,,,
CIMS.Generic Fuels.Waste Fuel,Service,CIMS,,Waste Fuel,,Is supply,TRUE,,,,,,,,,,,,,,,,
CIMS.Generic Fuels.Waste Fuel,Service,CIMS,,Waste Fuel,,LCC_financial,,,,JCIMS,$/GJ,1.3374069905107,1.35304917753422,1.39997573860476,1.39997573860476,1.39997573860476,1.39997573860476,1.39997573860476,1.39997573860476,1.39997573860476,1.39997573860476,1.39997573860476,Cost in industrial minerals - BC
CIMS.Generic Fuels.Waste Fuel,Service,CIMS,,Waste Fuel,,Emissions,CO2,Combustion,,"ECCC, NIR",tCO2,0.003256967304,0.00340806372532,0.00336189537436,0.00425430296064,0.00430811240644,0.00430811240644,0.00430811240644,0.00430811240644,0.00430811240644,0.00430811240644,0.00430811240644,
CIMS.Generic Fuels.Waste Fuel,Service,CIMS,,Waste Fuel,,Emissions,CH4,Combustion,,"ECCC, NIR",tCH4,0.00000125913684,0.00000125913684,0.00000125913684,0.0000015933719,0.00000161352525,0.00000161352525,0.00000161352525,0.00000161352525,0.00000161352525,0.00000161352525,0.00000161352525,
CIMS.Generic Fuels.Waste Fuel,Service,CIMS,,Waste Fuel,,Emissions,N2O,Combustion,,"ECCC, NIR",tN2O,0.00000016788491,0.00000016788491,0.00000016788491,0.00000021244959,0.0000002151367,0.0000002151367,0.0000002151367,0.0000002151367,0.0000002151367,0.0000002151367,0.0000002151367,
CIMS.Generic Fuels.VOM,Service,CIMS,,VOM,,Service provided,,,,,GJ,,,,,,,,,,,,
CIMS.Generic Fuels.VOM,Service,CIMS,,VOM,,Competition type,Supply - Fixed Price,,,,,,,,,,,,,,,,
CIMS.Generic Fuels.VOM,Service,CIMS,,VOM,,LCC_financial,,,,n/a,$/GJ,1,1,1,1,1,1,1,1,1,1,1,Variable operating and maintenance cost
